CNTYVTD,VTDKEY,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"1410158",3299,409,697,42
"1410159",3300,97,541,12
"1410160",3301,173,776,24
"1410161",3302,91,346,19
"1410162",3303,227,1030,34
"1410163",3304,227,771,26
"1410164",3305,270,1042,38
"1410165",3306,181,1065,45
"1410166",3307,420,665,44
"1410167",3308,183,1009,36
"1410168",3309,447,945,57
"1410169",3310,186,766,28
"1410170",3311,395,721,48
"1410171",3312,102,526,14
"1410172",3313,314,1030,45
"1410173",3314,151,382,7
"1410174",3315,1,2,0
"1410175",3316,28,87,5
"1410176",3317,224,315,23
"1410177",3318,127,164,14
"1410178",3319,229,317,23
"1410179",3320,23,213,4
"1410180",3321,84,564,12
"1410181",3322,337,611,38
"1410182",3323,161,438,26
"1410183",3324,0,0,0
"1410184",3325,0,0,0
"1410185",3326,180,167,15
"1410186",3327,137,235,17
"1410187",3328,0,1,0
"1410188",3329,21,29,1
"1410189",3330,4,2,1
"1410190",3331,0,0,0
"1410191",3332,0,0,0
"1410192",3333,607,1025,64
"1410193",3334,125,226,11
"1410194",3335,283,397,30
"1410195",3336,257,546,28
"1410196",3337,362,830,45
"1410197",3338,361,928,44
"1410198",3339,588,1165,56
"1410199",3340,329,562,33
"1410200",3341,21,37,2
"1410201",3342,412,707,43
"1410202",3343,338,578,33
"1410203",3344,259,442,29
"1410204",3345,0,1,0
"1410205",3346,171,690,25
"1410206",3347,54,211,9
"1410207",3348,118,577,17
"1410208",3349,97,451,12
"1430010",3350,384,136,27
"1430011",3351,162,73,8
"1430012",3352,595,119,31
"1430018",3353,923,120,33
"1430019",3354,607,107,28
"1430020",3355,527,104,17
"1430021",3356,563,114,21
"1430023",3357,203,51,8
"1430024",3358,399,82,17
"1430025",3359,368,51,17
"1430030",3360,340,40,13
"1430031",3361,607,86,23
"1430032",3362,681,134,29
"1430033",3363,255,143,30
"1430034",3364,592,80,26
"1430035",3365,31,36,1
"1430041",3366,389,44,12
"1430044",3367,1021,144,34
"1430045",3368,589,226,39
"1430046",3369,258,94,11
"1430047",3370,469,116,13
"1450101",3371,161,121,9
"1450104",3372,346,50,9
"1450105",3373,273,138,9
"1450201",3374,246,47,3
"1450203",3375,20,199,1
"1450204",3376,78,238,6
"1450301",3377,256,50,7
"1450302",3378,109,43,4
"1450303",3379,331,25,9
"1450304",3380,337,129,18
"1450403",3381,387,129,19
"1450404",3382,344,87,10
"1450405",3383,267,93,16
"1470001",3384,518,127,24
"1470002",3385,588,70,23
"1470003",3386,226,89,7
"1470004",3387,495,170,14
"1470005",3388,258,43,11
"1470006",3389,316,63,17
"1470007",3390,231,42,15
"1470009",3391,425,73,25
"1470010",3392,1086,191,42
"1470011",3393,1110,181,28
"1470012",3394,554,80,27
"1470013",3395,336,71,18
"1470015",3396,410,44,18
"1470016",3397,164,29,3
"1470018",3398,1141,281,52
"1470019",3399,690,196,25
"1490002",3400,101,23,7
"1490003",3401,222,36,5
"1490004",3402,423,89,18
"1490005",3403,148,15,3
"1490006",3404,249,58,14
"1490007",3405,350,65,12
"1490008",3406,206,43,5
"1490009",3407,138,38,2
"1490010",3408,345,46,14
"1490011",3409,234,40,7
"1490012",3410,191,52,6
"1490013",3411,302,77,17
"1490014",3412,146,15,10
"1490015",3413,190,39,5
"1490016",3414,692,210,28
"1490017",3415,252,27,4
"149001E",3416,437,68,21
"149001N",3417,915,331,23
"149001W",3418,369,79,11
"1490020",3419,403,69,10
"1490021",3420,140,25,3
"1490022",3421,100,21,5
"1490023",3422,141,22,0
"1490024",3423,144,23,4
"1490025",3424,1077,284,35
"1490026",3425,292,59,6
"1510001",3426,288,71,11
"1510004",3427,309,85,16
"1510010",3428,215,77,11
"1510012",3429,268,89,9
"1530001",3430,525,88,19
"1530009",3431,52,1,0
"1530018",3432,431,74,13
"1530023",3433,232,178,15
"1530024",3434,89,40,2
"153024BA",3435,31,39,3
"153024BB",3436,0,0,0
"1550101",3437,47,20,1
"1550201",3438,97,25,5
"1550301",3439,72,26,2
"1550401",3440,80,38,3
"1571001",3441,777,393,17
"1571002",3442,237,743,21
"1571003",3443,179,947,25
"1571007",3444,1905,2030,117
"1571008",3445,423,101,21
"1571010",3446,1795,453,58
"1571012",3447,554,522,25
"1571013",3448,802,654,46
"1571015",3449,521,171,23
"1571018",3450,875,182,30
"1571021",3451,407,52,19
"1571024",3452,418,128,17
"1571025",3453,1148,776,78
"1571037",3454,710,545,35
"1571040",3455,164,709,18
"1571048",3456,266,504,15
"1571054",3457,120,78,8
"1571058",3458,117,305,8
"1571067",3459,596,1051,44
"1571068",3460,229,26,13
"1571072",3461,45,16,0
"1571073",3462,455,206,21
"1571074",3463,812,1129,60
"1571076",3464,1032,1856,60
"1571085",3465,878,788,52
"1571087",3466,847,407,32
"1571094",3467,1,4,0
"1571097",3468,1663,1313,80
"1571103",3469,2154,970,96
"1571109",3470,291,238,14
"1571114",3471,211,2025,29
"1571118",3472,2068,1415,96
"1571120",3473,1414,616,43
"1571128",3474,1531,638,48
"1571134",3475,527,1431,50
"1571141",3476,1113,534,24
"1571152",3477,543,322,19
"1571153",3478,84,1143,21
"1571154",3479,660,803,47
"1572016",3480,886,1141,33
"1572017",3481,74,1273,23
"1572022",3482,1146,845,85
"1572023",3483,126,1022,17
"1572031",3484,86,1348,14
"1572033",3485,179,480,18
"1572034",3486,151,1957,41
"1572036",3487,40,541,9
"1572043",3488,103,303,3
"1572050",3489,89,1695,25
"1572051",3490,76,1241,17
"1572052",3491,76,1238,9
"1572055",3492,29,526,9
"1572056",3493,87,263,11
"1572059",3494,126,1159,25
"1572060",3495,368,1307,27
"1572061",3496,1251,1314,70
"1572066",3497,440,1783,43
"1572070",3498,328,443,19
"1572075",3499,94,947,14
"1572077",3500,146,962,14
"1572078",3501,79,251,4
"1572081",3502,194,507,22
"1572088",3503,406,994,25
"1572089",3504,40,746,13
"1572090",3505,257,225,19
"1572091",3506,134,267,14
"1572092",3507,193,299,14
"1572093",3508,64,164,3
"1572096",3509,390,873,28
"1572099",3510,602,1221,39
"1572100",3511,412,887,21
"1572101",3512,411,1279,34
"1572106",3513,547,1578,31
"1572108",3514,785,2305,64
"1572112",3515,26,112,3
"1572115",3516,230,700,25
"1572116",3517,89,1147,16
"1572123",3518,46,921,5
"1572136",3519,65,117,6
"1572137",3520,79,171,5
"1572138A",3521,59,177,3
"1572138B",3522,0,2,0
"1572139A",3523,6,25,1
"1572139B",3524,0,3,0
"1572151",3525,529,948,23
"1572157",3526,838,986,51
"1573004",3527,1622,859,76
"1573005",3528,1708,465,75
"1573006",3529,3086,1318,136
"1573009A",3530,1495,583,50
"1573009B",3531,0,0,0
"1573014",3532,2052,891,60
"1573019",3533,455,132,30
"1573032",3534,430,954,40
"1573038",3535,1846,1231,79
"1573041",3536,883,310,54
"1573053",3537,0,0,0
"1573057",3538,1630,1006,75
"1573063",3539,1512,452,87
"1573069",3540,143,132,15
"1573083",3541,851,1663,65
"1573095",3542,842,803,47
"1573098",3543,491,828,19
"1573104",3544,2034,813,95
"1573113",3545,450,2197,45
"1573122",3546,1738,717,81
"1573130",3547,1550,1048,83
"1573132",3548,1640,1118,84
"1573133",3549,1590,684,63
"1573142",3550,1394,964,76
"1573143",3551,2961,2179,126
"1573144",3552,1719,901,53
"1573145",3553,812,601,41
"1573146",3554,1270,982,54
"1573148",3555,2988,1453,115
"1573149",3556,2559,538,83
"1573150",3557,972,2210,70
"1573156",3558,1192,369,34
"1573159",3559,552,438,26
"1573160",3560,430,406,23
"1574011",3561,615,390,18
"1574020",3562,1266,605,85
"1574026",3563,1009,883,28
"1574027",3564,0,0,0
"1574028",3565,733,746,40
"1574029",3566,875,361,34
"1574030",3567,1019,758,55
"1574035",3568,492,523,23
"1574039",3569,194,345,13
"1574042",3570,489,178,13
"1574044",3571,1001,1251,51
"1574045",3572,482,574,27
"1574046",3573,965,943,46
"1574047",3574,261,259,7
"1574049A",3575,709,1321,34
"1574049B",3576,0,0,0
"1574062",3577,1032,1233,46
"1574064",3578,363,265,19
"1574065",3579,1357,1586,66
"1574071",3580,100,160,5
"1574079",3581,139,114,6
"1574080",3582,393,386,20
"1574082",3583,2117,1374,103
"1574084",3584,550,423,21
"1574086",3585,394,844,23
"1574102",3586,617,823,17
"1574105",3587,562,522,16
"1574107",3588,874,466,32
"1574110",3589,762,728,29
"1574111",3590,422,356,38
"1574117",3591,1049,1659,76
"1574119",3592,1389,714,33
"1574121",3593,174,229,12
"1574124",3594,843,1387,40
"1574125",3595,770,1438,34
"1574126",3596,796,1181,31
"1574127",3597,800,928,48
"1574129",3598,1810,1881,75
"1574131",3599,683,475,31
"1574135",3600,1708,2245,61
"1574140",3601,1118,821,58
"1574147",3602,699,1618,39
"1574155",3603,372,950,13
"1574158",3604,396,884,19
"1590101",3605,539,79,19
"1590102",3606,262,28,7
"1590201",3607,320,31,9
"1590202",3608,377,118,19
"1590301",3609,404,55,18
"1590302",3610,327,71,18
"1590401",3611,628,90,20
"1590402",3612,394,60,17
"1610001",3613,1333,228,37
"1610002",3614,549,202,26
"1610003",3615,79,5,4
"1610004",3616,212,30,8
"1610005",3617,839,271,34
"1610006",3618,276,31,12
"1610007",3619,294,78,7
"1610008",3620,280,50,9
"1610009",3621,245,53,3
"1610010",3622,202,11,6
"1610011",3623,202,157,8
"1610012",3624,59,23,1
"1610013",3625,164,23,9
"1610014",3626,205,26,8
"1610015",3627,134,16,7
"1630001",3628,192,297,26
"1630002",3629,88,219,11
"1630003",3630,51,230,8
"1630004A",3631,313,246,25
"1630004B",3632,2,0,0
"1630005",3633,198,73,11
"1630006",3634,169,78,16
"1630008",3635,131,240,8
"1630009",3636,177,272,20
"1630010",3637,255,173,9
"1650002",3638,741,98,22
"1650003",3639,1106,94,40
"1650004",3640,441,82,17
"1650005",3641,122,11,3
"1650006",3642,81,21,3
"1650007",3643,99,70,2
"1650008",3644,370,64,8
"1650009",3645,266,28,8
"1670103",3646,484,137,33
"1670104",3647,469,109,27
"1670105",3648,96,70,11
"1670142",3649,662,554,37
"1670144",3650,848,371,48
"1670146",3651,919,581,55
"1670148",3652,1102,680,57
"1670150",3653,796,450,33
"1670151",3654,1191,370,65
"1670152",3655,2010,795,117
"1670159",3656,1208,700,90
"1670165",3657,1836,758,99
"1670166",3658,1115,513,70
"1670167",3659,2223,865,114
"1670168",3660,0,0,0
"1670169",3661,1,0,0
"1670170",3662,1193,462,68
"1670172",3663,226,57,6
"1670192",3664,208,102,10
"1670193",3665,1009,430,62
"1670197",3666,280,111,14
"1670218",3667,931,912,56
"1670219",3668,640,570,35
"1670220",3669,1828,1062,94
"1670221",3670,996,329,42
"1670223",3671,835,780,48
"1670224",3672,971,821,59
"1670225A",3673,1448,349,52
"1670225B",3674,0,0,0
"1670226",3675,867,382,51
"1670227",3676,1349,293,57
"1670228",3677,1573,267,70
"1670232",3678,523,498,31
"1670258",3679,1023,180,36
"1670263",3680,2757,1156,149
"1670274",3681,413,119,30
"1670275",3682,199,64,8
"1670276",3683,745,504,42
"1670277",3684,1111,206,38
"1670278",3685,1216,259,49
"1670279",3686,546,109,27
"1670280",3687,149,108,4
"1670281",3688,86,23,5
"1670283",3689,1135,637,68
"1670301",3690,266,394,13
"1670306",3691,1061,1485,120
"1670309",3692,39,22,4
"1670311",3693,83,382,13
"1670312",3694,6,33,0
"1670314",3695,490,1401,80
"1670315",3696,674,1208,72
"1670316A",3697,321,738,41
"1670316B",3698,0,0,0
"1670330",3699,414,793,33
"1670331",3700,242,930,27
"1670334",3701,103,491,10
"1670336",3702,213,1699,26
"1670338",3703,658,1230,51
"1670340",3704,33,258,1
"1670341",3705,262,272,20
"1670343",3706,319,478,18
"1670345",3707,45,285,11
"1670347",3708,139,401,13
"1670389",3709,105,190,3
"1670391",3710,28,25,1
"1670394",3711,8,14,0
"1670398",3712,103,138,5
"1670399",3713,56,68,5
"1670401",3714,25,7,0
"1670439",3715,1280,570,65
"1670453",3716,1846,844,94
"1670454",3717,1494,848,102
"1670455",3718,669,361,32
"1670456",3719,1733,452,71
"1670457",3720,2046,592,112
"1670460",3721,2540,643,114
"1670461",3722,1725,497,96
"1670462",3723,2250,649,87
"1670464",3724,1208,484,71
"1670471",3725,823,498,44
"1670482",3726,98,7,6
"1670487",3727,2309,1022,109
"1670488",3728,1484,705,90
"1670490",3729,1849,795,116
"1671051",3730,162,169,12
"1671651",3731,0,0,0
"1672321",3732,0,0,0
"1672322",3733,0,0,0
"1672323",3734,234,26,11
"1672801",3735,0,0,0
"1673061",3736,0,3,0
"1673301",3737,0,0,0
"1673311",3738,75,102,8
"1674391",3739,12,2,0
"1690001",3740,252,31,10
"1690002",3741,361,31,7
"1690003",3742,199,37,3
"1690004",3743,119,44,4
"1690005",3744,61,11,2
"1690006",3745,62,17,4
"1710001",3746,1089,252,51
"1710002",3747,608,144,30
"1710003",3748,577,139,40
"1710004",3749,1347,294,62
"1710005",3750,1080,187,57
"1710006",3751,410,77,26
"1710007",3752,1354,284,75
"1710008",3753,197,40,14
"1710009",3754,126,17,2
"1710010",3755,458,109,27
"1710012",3756,1122,234,63
"1710013",3757,933,197,46
"1710015",3758,492,107,23
"1730001",3759,139,10,9
"1730002",3760,100,12,4
"1730003",3761,108,5,3
"1730004",3762,133,11,3
"1750011",3763,260,193,11
"1750012",3764,214,28,12
"1750021",3765,279,182,23
"1750022",3766,82,37,5
"1750031",3767,341,88,19
"1750032",3768,338,46,12
"1750041",3769,175,30,9
"1750042",3770,324,41,15
"1750043",3771,190,25,10
"1770001",3772,995,273,45
"1770002",3773,508,225,27
"1770003",3774,502,165,19
"1770005",3775,279,64,15
"1770007",3776,213,36,9
"1770008",3777,159,32,5
"1770009",3778,284,218,13
"1770010",3779,215,48,5
"1770011",3780,127,16,5
"1770012",3781,70,21,8
"1770013",3782,162,27,3
"1770014",3783,53,7,4
"1770015",3784,179,20,6
"17704/6",3785,358,122,17
"1790001",3786,186,12,4
"1790002",3787,1026,116,49
"1790003",3788,79,3,0
"1790004",3789,364,35,12
"1790005",3790,1368,164,35
"1790006",3791,1397,139,43
"1790007",3792,695,132,39
"1810101",3793,904,744,55
"1810102",3794,350,718,44
"1810103",3795,259,43,9
"1810104",3796,478,82,23
"1810105",3797,2470,517,118
"1810106",3798,1146,232,52
"1810107",3799,899,138,51
"1810108",3800,713,109,19
"1810201",3801,1118,468,56
"1810202",3802,1141,425,43
"1810203",3803,228,198,16
"1810204",3804,457,120,21
"1810205A",3805,1746,361,59
"1810205B",3806,0,0,0
"1810206",3807,617,175,10
"1810207",3808,464,89,20
"1810208",3809,582,185,32
"1810209",3810,546,109,23
"1810210",3811,942,148,30
"1810301",3812,552,292,19
"1810302",3813,1861,861,91
"1810303",3814,457,71,13
"1810304",3815,1082,487,46
"1810305",3816,648,132,37
"1810306",3817,1835,251,55
"1810307",3818,921,137,38
"1810308",3819,549,64,22
"1810309",3820,419,83,14
"1810401",3821,342,346,30
"1810402",3822,911,348,35
"1810403",3823,1373,289,43
"1810404",3824,1627,342,60
"1810405",3825,155,85,7
"1810406",3826,1311,194,56
"1810407",3827,37,35,2
"1810408A",3828,584,166,28
"1810408B",3829,41,10,3
"1810409",3830,1833,590,106
"1830001",3831,688,233,34
"1830002",3832,1580,496,58
"1830003",3833,1393,468,55
"1830004",3834,1622,385,62
"1830005",3835,1580,405,59
"1830006",3836,1146,174,47
"1830007",3837,1317,288,65
"1830008",3838,1723,553,66
"1830009",3839,1790,543,73
"1830010",3840,1187,610,62
"1830011",3841,1704,506,71
"1830012",3842,2076,268,80
"1830013",3843,1009,320,45
"1830014",3844,1914,320,61
"1830015",3845,379,199,17
"1830016",3846,1719,313,48
"1830017",3847,167,183,7
"1830018",3848,835,949,33
"1830019",3849,224,1271,23
"1830020",3850,262,872,18
"1830021",3851,329,740,25
"1850001",3852,953,155,37
"1850002",3853,405,48,13
"1850003",3854,163,420,11
"1850004",3855,611,120,21
"1850005",3856,604,173,30
"1850006",3857,639,310,24
"1850007",3858,464,101,21
"1850008",3859,231,54,4
"1850009",3860,185,38,4
"1850010",3861,741,98,39
"1850011",3862,133,18,7
"1850012",3863,367,130,18
"1850014",3864,681,179,38
"1850015",3865,237,47,9
"1870101",3866,268,76,17
"1870102A",3867,418,143,24
"1870102B",3868,6,2,0
"1870103",3869,334,105,15
"1870104",3870,294,187,23
"1870105",3871,1139,290,59
"1870106",3872,1320,497,66
"1870107",3873,552,118,28
"1870108",3874,259,148,19
"1870109",3875,248,47,13
"1870110",3876,84,56,6
"1870111",3877,35,27,0
"1870112",3878,67,138,6
"1870113",3879,377,159,39
"1870114",3880,279,145,22
"1870115",3881,142,25,6
"1870116",3882,995,282,45
"1870117",3883,1766,633,106
"1870118",3884,24,19,0
"1870119",3885,817,221,44
"1870120",3886,559,131,20
"1870121",3887,57,24,6
"1870122",3888,21,5,1
"1870123",3889,0,1,0
"1870124",3890,2,0,0
"1870125",3891,90,18,1
"1870126",3892,12,2,0
"1870127",3893,8,5,2
"1870201",3894,126,75,7
"1870202",3895,136,287,20
"1870203",3896,49,123,2
"1870204",3897,263,334,18
"1870205",3898,478,151,22
"1870206",3899,356,563,31
"1870207",3900,160,223,14
"1870208",3901,1417,376,73
"1870209",3902,91,209,11
"1870210",3903,271,182,18
"1870211",3904,41,35,4
"1870212",3905,37,40,7
"1870213",3906,826,332,53
"1870214",3907,270,82,14
"1870215",3908,376,136,15
"1870216",3909,29,7,1
"1870217",3910,29,34,2
"1870218",3911,11,23,4
"1870219",3912,29,22,0
"1870220",3913,22,18,1
"1870221",3914,11,5,0
"1870222",3915,0,0,0
"1870223",3916,74,74,10
"1870224",3917,13,47,0
"1870225",3918,2,8,0
"1870226",3919,95,50,11
"1870301",3920,990,648,74
"1870302",3921,1230,943,107
"1870303",3922,526,246,26
"1870304",3923,1436,796,80
"1870305",3924,1387,912,71
"1870306",3925,1484,832,75
"1870307",3926,1447,949,109
"1870308",3927,821,387,50
"1870401",3928,665,162,38
"1870402",3929,530,326,43
"1870403",3930,773,463,63
"1870404",3931,975,602,64
"1870405",3932,885,184,32
"1870406",3933,970,178,51
"1870407",3934,840,175,50
"1870408",3935,1542,675,97
"1870409",3936,1260,1253,91
"1870410",3937,56,22,3
"1870411",3938,1205,689,72
"1890101",3939,124,38,7
"1890102",3940,35,13,2
"1890103",3941,69,79,5
"1890104",3942,123,88,5
"1890105",3943,50,26,6
"1890110",3944,187,19,6
"1890111",3945,218,71,6
"1890112",3946,309,31,10
"1890202",3947,35,52,2
"1890203",3948,58,76,5
"1890204",3949,137,118,4
"1890205",3950,15,31,0
"1890206",3951,11,10,1
"1890213",3952,83,26,6
"1890214",3953,313,124,20
"1890215",3954,121,36,7
"1890304",3955,341,99,12
"1890305",3956,526,85,9
"1890306",3957,11,19,0
"1890307",3958,113,44,2
"1890308",3959,21,8,0
"1890316",3960,357,153,20
"1890317",3961,66,14,2
"1890318",3962,461,75,16
"1890406",3963,151,101,8
"1890407",3964,577,112,24
"1890408",3965,308,66,10
"1890409",3966,250,88,10
"1890419",3967,103,7,3
"1890420",3968,199,22,9
"1910101",3969,134,42,0
"1910201",3970,37,8,1
"1910202",3971,182,29,3
"1910301",3972,54,11,2
"1910302",3973,130,24,1
"1910401",3974,142,22,6
"1910402",3975,89,18,1
"1930001",3976,442,70,20
"1930004",3977,55,11,1
"1930005",3978,83,13,1
"1930007",3979,661,127,32
"1930009",3980,113,18,3
"1930012",3981,120,7,6
"1930014",3982,104,15,2
"1930015",3983,95,5,5
"1930017",3984,82,13,3
"1930022",3985,561,91,18
"1930023",3986,446,61,17
"1950001",3987,332,27,14
"1950002",3988,26,4,1
"1950003",3989,150,6,4
"1950004",3990,314,14,5
"1950005",3991,263,20,8
"1950006",3992,337,32,8
"1950007",3993,29,0,0
"1950009",3994,58,6,3
"1970001",3995,252,49,7
"1970002",3996,212,35,5
"1970003",3997,213,38,4
"1970004",3998,250,51,9
"1990001",3999,555,216,28
"1990002",4000,2031,279,77
"1990003",4001,283,15,6
"1990004",4002,382,35,10
"1990005",4003,297,16,5
"1990006",4004,2045,246,79
"1990007",4005,392,27,10
"1990008",4006,381,40,11
"1990009",4007,1008,249,33
"1990010",4008,908,433,36
"1990011",4009,410,56,14
"1990012",4010,438,64,18
"1990013",4011,1136,79,52
"1990014",4012,679,67,17
"1990015",4013,879,117,19
"1990016",4014,1018,101,48
"1990017",4015,585,34,19
"1990018",4016,2851,339,95
"1990019",4017,501,59,20
"2010001",4018,594,1275,76
"2010002",4019,373,743,44
"2010003",4020,425,705,31
"2010004",4021,421,855,43
"2010005",4022,368,690,44
"2010006",4023,929,1109,63
"2010007",4024,21,382,3
"2010008",4025,460,599,22
"2010009",4026,212,781,30
"2010010",4027,166,639,26
"2010011",4028,152,633,15
"2010012",4029,111,136,8
"2010013",4030,864,448,32
"2010014",4031,575,691,42
"2010015",4032,1172,1020,32
"2010016",4033,444,700,35
"2010017",4034,264,410,16
"2010018",4035,439,568,31
"2010019",4036,269,641,38
"2010020",4037,330,934,45
"2010021",4038,133,525,33
"2010022",4039,179,943,27
"2010023",4040,28,162,2
"2010024",4041,68,342,11
"2010025",4042,18,304,3
"2010026",4043,214,876,30
"2010027",4044,356,1422,50
"2010028",4045,937,749,52
"2010029",4046,304,639,16
"2010030",4047,517,1348,52
"2010031",4048,45,932,9
"2010032",4049,581,1257,68
"2010033",4050,803,1752,82
"2010034",4051,405,1621,73
"2010035",4052,1,2,0
"2010036",4053,298,949,24
"2010037",4054,568,1302,51
"2010038",4055,666,1502,57
"2010039",4056,538,1698,50
"2010040",4057,174,212,7
"2010041",4058,242,350,9
"2010042",4059,15,384,3
"2010043",4060,411,612,30
"2010044",4061,190,721,30
"2010045",4062,518,2366,36
"2010046",4063,208,858,24
"2010047",4064,41,528,4
"2010048",4065,58,332,7
"2010049",4066,1352,817,63
"2010050",4067,966,1208,49
"2010051",4068,683,244,22
"2010052",4069,677,1024,62
"2010053",4070,824,1307,85
"2010054",4071,549,640,38
"2010055",4072,672,1109,59
"2010056",4073,512,393,36
"2010057",4074,893,1482,92
"2010058",4075,919,1304,77
"2010059",4076,804,1163,43
"2010060",4077,455,1553,49
"2010061",4078,215,558,13
"2010062",4079,202,731,13
"2010063",4080,734,208,26
"2010064",4081,170,734,16
"2010065",4082,148,720,17
"2010066",4083,79,369,6
"2010067",4084,234,999,15
"2010068",4085,50,1318,20
"2010069",4086,91,431,10
"2010070",4087,1468,1247,61
"2010071",4088,1639,2014,127
"2010072",4089,274,749,13
"2010073",4090,532,558,23
"2010074",4091,1801,648,57
"2010075",4092,525,762,43
"2010076",4093,579,637,25
"2010077",4094,1,4,1
"2010078",4095,205,554,16
"2010079",4096,234,919,20
"2010080",4097,306,981,21
"2010081",4098,258,628,11
"2010082",4099,1325,631,70
"2010083",4100,723,1293,40
